N_CLUSTERS,MAX_KP,softmax_acc,svm_acc,knn_acc
500,50,
500,100,
500,200,
500,500,
1000,50,
1000,100,
1000,200,
1000,500,
2000,50,
2000,100,
2000,200,
2000,500,
